Car_ID,Brand,Model_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_Per_Year,Mileage_Category,Price_Category,Power_Per_CC,Efficiency_to_Power,Usage_Intensity,Depreciation_Rate,Engine_Size_Category,Power_Rating,Fuel_Type_Category,Is_Automatic,Owner_History_Numeric,Price_Per_Seat
751,Mercedes,2015,168730,Petrol,Manual,First,2405,433.8,13.3,6,81801.46,10,7436.496363636365,Very High,Premium,180.37422037422039,0.030652224014749943,15339.09090909091,0.05303019004562943,Medium,High,Traditional,0,0,11685.922857142858
752,Honda,2009,142924,Petrol,Automatic,First,3094,507.3,23.61,4,16456.28,16,968.0164705882353,High,Budget,163.96250808015515,0.04653133622388648,8407.29411764706,0.49320422329813923,Medium,Very High,Traditional,1,0,3291.256
753,Volkswagen,2019,138623,Hybrid,Automatic,First,4462,71.5,8.8,2,84294.03,6,12042.004285714285,High,Premium,16.024204392649036,0.12290502793296092,19803.285714285714,0.005089268014970752,Large,Low,Eco-Friendly,1,0,28098.01
754,Hyundai,2009,76947,Electric,Automatic,Second,1783,458.6,8.26,2,54661.03,16,3215.354705882353,Medium,Mid-range,257.20695457094786,0.018007412252016568,4526.294117647059,0.13423577572951462,Small,Very High,Eco-Friendly,1,1,18220.343333333334
755,Mercedes,2016,66001,Petrol,Manual,First,1151,516.5,13.64,6,113563.22,9,11356.322,Medium,Luxury,448.74022589053,0.02640340689121177,6600.1,0.04093278675272898,Small,Very High,Traditional,0,0,16223.317142857142
756,Hyundai,2009,185231,Hybrid,Manual,Second,2524,200.2,25.19,7,19568.53,16,1151.09,Very High,Budget,79.31854199683042,0.12576135796305543,10895.941176470587,0.16368303173351634,Medium,Medium,Eco-Friendly,0,1,2446.06625
757,Toyota,2021,127775,Electric,Automatic,First,2751,398.7,11.16,7,78211.51,4,15642.302,High,Premium,144.9291166848419,0.0279839518555667,25555.0,0.020390599918094946,Medium,High,Eco-Friendly,1,0,9776.43875
758,Mercedes,2021,187779,Diesel,Manual,Third,2079,215.9,6.58,4,47691.67,4,9538.333999999999,Very High,Mid-range,103.84800384800384,0.030462962962962963,37555.8,0.018107604376102242,Medium,Medium,Traditional,0,2,9538.333999999999
759,Nissan,2016,38243,Electric,Manual,Third,2707,576.5,8.29,4,114947.32,9,11494.732,Low,Luxury,212.96638345031403,0.01437738466874783,3824.3,0.04513767578334333,Medium,Very High,Eco-Friendly,0,2,22989.464
760,Volkswagen,2019,157872,Electric,Manual,Third,1824,58.7,26.47,6,41607.06,6,5943.865714285714,Very High,Mid-range,32.18201754385965,0.4501700680272108,22553.14285714286,0.00846470611703598,Small,Low,Eco-Friendly,0,2,5943.865714285714
761,Honda,2019,80939,Petrol,Automatic,Third,1345,364.7,20.84,4,115575.75,6,16510.821428571428,Medium,Luxury,271.1524163568773,0.05712719298245614,11562.714285714286,0.01893287360996048,Small,High,Traditional,1,2,23115.15
762,Toyota,2010,62828,Petrol,Automatic,Second,4974,133.2,11.33,6,108473.84,15,6779.615,Medium,Luxury,26.779252110977076,0.08499624906226558,3926.75,0.01841901771876317,Large,Low,Traditional,1,1,15496.262857142856
763,Volkswagen,2016,143311,Electric,Manual,First,3181,438.8,18.88,2,34634.84,9,3463.4839999999995,High,Budget,137.944042753851,0.043016632490316696,14331.1,0.11402062141411903,Medium,High,Eco-Friendly,0,0,11544.946666666665
764,Nissan,2024,11710,Petrol,Automatic,Third,1688,138.5,18.19,4,97014.39,1,48507.195,Low,Premium,82.04976303317535,0.13124098124098127,5855.0,0.0014276085474686027,Small,Low,Traditional,1,2,19402.878
765,Volkswagen,2022,157456,Petrol,Automatic,Second,1905,171.8,21.39,2,119485.69,3,29871.4225,Very High,Luxury,90.18372703412074,0.1244328097731239,39364.0,0.004313451146734419,Small,Low,Traditional,1,1,39828.56333333333
766,Nissan,2018,157110,Petrol,Manual,Third,3349,316.8,10.83,5,32561.57,7,4070.19625,Very High,Budget,94.59540161242161,0.03417481855474913,19638.75,0.06810273267742688,Medium,High,Traditional,0,2,5426.928333333333
767,Nissan,2006,176918,Hybrid,Manual,Third,2790,552.3,26.61,6,54102.93,19,2705.1465,Very High,Mid-range,197.9569892473118,0.04817161477190442,8845.9,0.19395448722486516,Medium,Very High,Eco-Friendly,0,2,7728.99
768,Hyundai,2013,42991,Hybrid,Automatic,Second,4798,158.6,12.73,5,63861.15,12,4912.3961538461535,Low,Mid-range,33.0554397665694,0.0802142407057341,3307.0,0.029801690046451612,Large,Low,Eco-Friendly,1,1,10643.525
769,Kia,2009,143043,Electric,Manual,Second,4575,120.8,22.35,4,37506.94,16,2206.2905882352943,High,Budget,26.40437158469945,0.18486352357320102,8414.29411764706,0.05153042262518282,Large,Low,Eco-Friendly,0,1,7501.388000000001
770,Toyota,2024,165211,Petrol,Automatic,First,3612,465.0,5.4,2,4785.99,1,2392.995,Very High,Budget,128.7375415282392,0.011610406364222748,82605.5,0.09713828522725136,Large,Very High,Traditional,1,0,1595.33
771,Volkswagen,2005,90445,Hybrid,Automatic,First,1720,320.3,14.32,4,28755.12,20,1369.2914285714285,Medium,Budget,186.22093023255815,0.04469413233458177,4306.9047619047615,0.2227699703576143,Small,High,Eco-Friendly,1,0,5751.023999999999
772,BMW,2007,85257,Electric,Manual,Third,2861,550.6,13.79,5,35986.62,18,1894.0326315789475,Medium,Budget,192.45019224047536,0.02504085709097512,4487.210526315789,0.27539470517917,Medium,Very High,Eco-Friendly,0,2,5997.77
773,Toyota,2010,42711,Petrol,Automatic,Third,4439,122.1,18.59,4,54901.17,15,3431.323125,Low,Mid-range,27.506195088984004,0.1521276595744681,2669.4375,0.0333593371628116,Large,Low,Traditional,1,2,10980.234
774,Kia,2009,11530,Diesel,Automatic,First,3965,401.7,6.82,7,23018.99,16,1354.0582352941178,Low,Budget,101.31147540983606,0.016973618715778994,678.2352941176471,0.27920081633397753,Large,High,Traditional,1,0,2877.37375
775,Toyota,2009,16116,Petrol,Manual,First,3444,170.4,24.75,5,105170.76,16,6186.515294117647,Low,Premium,49.47735191637631,0.14516129032258066,948.0,0.025923308690469764,Medium,Low,Traditional,0,0,17528.46
776,Ford,2005,70794,Petrol,Manual,Second,1845,127.8,10.44,4,85474.6,20,4070.219047619048,Medium,Premium,69.26829268292683,0.08162627052384676,3371.1428571428573,0.029903270640978242,Small,Low,Traditional,0,1,17094.920000000002
777,BMW,2021,136354,Hybrid,Manual,First,4356,422.7,21.93,2,12968.46,4,2593.692,High,Budget,97.03856749311295,0.05186849574266793,27270.8,0.1303678025145226,Large,High,Eco-Friendly,0,0,4322.82
778,Kia,2023,137970,Electric,Automatic,First,3481,372.5,25.08,4,79060.82,2,26353.60666666667,High,Premium,107.00948003447286,0.06731078904991948,45990.0,0.009423005946485926,Medium,High,Eco-Friendly,1,0,15812.164
779,Hyundai,2018,9135,Electric,Manual,Third,3999,462.7,19.05,2,79477.81,7,9934.72625,Low,Premium,115.70392598149537,0.04116248919619706,1141.875,0.0407517425084749,Large,Very High,Eco-Friendly,0,2,26492.603333333333
780,Volkswagen,2016,142701,Hybrid,Manual,First,1738,213.3,23.52,7,114877.88,9,11487.788,High,Luxury,122.72727272727273,0.11021555763823805,14270.1,0.01671064341852915,Small,Medium,Eco-Friendly,0,0,14359.735
781,Audi,2014,114472,Petrol,Manual,Third,1241,290.9,21.55,4,3353.44,11,279.4533333333333,High,Budget,234.4077356970185,0.07405498281786942,9539.333333333334,0.9539297170317548,Small,Medium,Traditional,0,2,670.688
782,Kia,2024,130147,Diesel,Manual,First,3350,267.1,13.89,7,32008.1,1,16004.05,High,Budget,79.73134328358209,0.05198353293413173,65073.5,0.008344502032234585,Medium,Medium,Traditional,0,0,4001.0125
783,Honda,2022,94087,Petrol,Automatic,Second,1396,591.1,25.22,5,111551.6,3,27887.9,Medium,Luxury,423.42406876790835,0.042658998646820025,23521.75,0.01589653670107196,Small,Very High,Traditional,1,1,18591.933333333334
784,Volkswagen,2015,38380,Petrol,Automatic,First,2305,203.7,12.37,2,112059.67,10,10187.242727272727,Low,Luxury,88.37310195227765,0.06069676153091266,3489.090909090909,0.01817765323016541,Medium,Medium,Traditional,1,0,37353.223333333335
785,Kia,2006,134951,Diesel,Manual,First,1661,205.1,19.28,5,87308.61,19,4365.4305,High,Premium,123.47983142685129,0.0939571150097466,6747.55,0.044633116560708494,Small,Medium,Traditional,0,0,14551.435
786,Ford,2022,22071,Hybrid,Automatic,First,3440,238.5,23.63,2,92594.31,3,23148.5775,Low,Premium,69.3313953488372,0.0990360435875943,5517.75,0.007727173222920254,Medium,Medium,Eco-Friendly,1,0,30864.77
787,Audi,2011,25074,Electric,Manual,Third,4531,356.2,14.47,7,13703.51,14,913.5673333333333,Low,Budget,78.61399249613773,0.040611843951726075,1671.6,0.3638802116967334,Large,High,Eco-Friendly,0,2,1712.93875
788,Ford,2019,72843,Hybrid,Manual,Second,2351,181.3,12.57,6,63123.47,6,9017.638571428572,Medium,Mid-range,77.11612079965973,0.06929437706725468,10406.142857142857,0.017232619933284194,Medium,Low,Eco-Friendly,0,1,9017.638571428572
789,Audi,2015,44901,Hybrid,Automatic,First,4036,552.6,16.48,4,30095.21,10,2735.9281818181817,Low,Budget,136.9177403369673,0.02981726072010132,4081.909090909091,0.18361115901304517,Large,Very High,Eco-Friendly,1,0,6019.0419999999995
790,Honda,2022,16205,Petrol,Automatic,Third,2536,188.8,25.45,7,24202.51,3,6050.6275,Low,Budget,74.44794952681389,0.13472736897829538,4051.25,0.023401564483829004,Medium,Medium,Traditional,1,2,3025.31375
791,Volkswagen,2016,191733,Electric,Manual,Second,2249,541.7,28.25,2,97805.49,9,9780.549,Very High,Premium,240.86260560249,0.05214101144333702,19173.3,0.04984638544947273,Medium,Very High,Eco-Friendly,0,1,32601.83
792,Hyundai,2010,129661,Electric,Manual,Third,1064,97.9,18.63,2,18799.46,15,1174.96625,High,Budget,92.01127819548873,0.19010204081632653,8103.8125,0.07810979093064745,Small,Low,Eco-Friendly,0,2,6266.486666666667
793,Ford,2024,10906,Hybrid,Automatic,Third,3459,407.7,21.54,2,57832.24,1,28916.12,Low,Mid-range,117.86643538594969,0.052820009808729765,5453.0,0.007049579100185292,Medium,High,Eco-Friendly,1,2,19277.413333333334
794,Ford,2017,138663,Diesel,Manual,Second,3521,547.9,27.58,2,112813.65,8,12534.849999999999,High,Luxury,155.60920193126952,0.05032846715328467,15407.0,0.038853109946270274,Large,Very High,Traditional,0,1,37604.549999999996
795,Nissan,2024,130576,Hybrid,Automatic,First,2262,134.5,7.46,4,24742.35,1,12371.175,High,Budget,59.4606542882405,0.05542347696879644,65288.0,0.00543580396348918,Medium,Low,Eco-Friendly,1,0,4948.469999999999
796,Audi,2020,67987,Diesel,Manual,Third,2245,582.3,10.8,5,117425.23,5,19570.871666666666,Medium,Luxury,259.3763919821826,0.018543956043956047,11331.166666666666,0.024794289998069426,Medium,Very High,Traditional,0,2,19570.871666666666
797,Mercedes,2022,199442,Electric,Manual,Third,3098,293.6,22.72,6,119331.69,3,29832.9225,Very High,Luxury,94.77081988379601,0.07735784814436499,49860.5,0.007381045378261397,Medium,Medium,Eco-Friendly,0,2,17047.384285714284
798,Volkswagen,2014,85685,Hybrid,Automatic,First,3725,569.6,25.59,4,68007.21,11,5667.267500000001,Medium,Mid-range,152.91275167785236,0.04491837809373354,7140.416666666667,0.09213005312152753,Large,Very High,Eco-Friendly,1,0,13601.442000000001
799,Audi,2012,115454,Petrol,Automatic,First,2432,419.0,26.43,2,22906.7,13,1636.1928571428573,High,Budget,172.28618421052633,0.06306370794559771,8246.714285714286,0.237780309677532,Medium,High,Traditional,1,0,7635.566666666667
800,Nissan,2022,110487,Hybrid,Automatic,Second,3174,208.9,15.38,4,39984.27,3,9996.0675,High,Mid-range,65.81600504095779,0.07358851674641148,27621.75,0.01567327168229701,Medium,Medium,Eco-Friendly,1,1,7996.853999999999
801,Toyota,2005,59400,Electric,Automatic,Second,1312,145.4,7.23,7,52665.66,20,2507.8885714285716,Medium,Mid-range,110.82317073170732,0.049690721649484536,2828.5714285714284,0.05521519686268314,Small,Low,Eco-Friendly,1,1,6583.2075
802,Audi,2012,161222,Petrol,Automatic,Second,1015,210.1,15.94,2,39190.93,13,2799.352142857143,Very High,Mid-range,206.99507389162562,0.0758325404376784,11515.857142857143,0.0696903673792028,Small,Medium,Traditional,1,1,13063.643333333333
803,Hyundai,2010,36852,Petrol,Automatic,First,4131,92.1,10.77,6,35834.36,15,2239.6475,Low,Budget,22.29484386347131,0.11681127982646422,2303.25,0.03855130798183693,Large,Low,Traditional,1,0,5119.194285714286
804,Volkswagen,2009,178942,Diesel,Automatic,Third,2972,120.6,12.28,2,116750.88,16,6867.698823529412,Very High,Luxury,40.578734858681024,0.10173985086992544,10526.0,0.016527356989883158,Medium,Low,Traditional,1,2,38916.96
805,Nissan,2019,57756,Petrol,Manual,Third,3953,98.6,24.31,6,20943.68,6,2991.9542857142856,Medium,Budget,24.943081204148747,0.2463019250253293,8250.857142857143,0.028245836174150184,Large,Low,Traditional,0,2,2991.9542857142856
806,Toyota,2019,120357,Petrol,Manual,Second,2506,276.8,6.89,6,88799.37,6,12685.624285714284,High,Premium,110.45490822027136,0.024882629107981218,17193.85714285714,0.018702624775099475,Medium,Medium,Traditional,0,1,12685.624285714284
807,BMW,2006,124052,Hybrid,Manual,First,2906,485.5,25.69,5,3048.0,19,152.4,High,Budget,167.06813489332416,0.05290362438220758,6202.6,3.025418169891768,Medium,Very High,Eco-Friendly,0,0,508.0
808,Nissan,2005,61481,Electric,Automatic,Third,2367,119.2,15.69,5,72753.37,20,3464.44619047619,Medium,Mid-range,50.35910435149979,0.13151718357082984,2927.6666666666665,0.03276779113062212,Medium,Low,Eco-Friendly,1,2,12125.561666666666
809,BMW,2015,6283,Diesel,Automatic,Second,3008,113.0,19.9,4,110165.33,10,10015.03,Low,Luxury,37.566489361702125,0.17595048629531387,571.1818181818181,0.010257217427502578,Medium,Low,Traditional,1,1,22033.066
810,Volkswagen,2014,38691,Hybrid,Automatic,Third,3131,400.3,7.24,4,36688.29,11,3057.3575,Low,Budget,127.85052698818271,0.018081918081918082,3224.25,0.12001595015875205,Medium,High,Eco-Friendly,1,2,7337.658
811,Ford,2022,137197,Petrol,Manual,Third,2953,150.4,13.43,6,24706.54,3,6176.635,High,Budget,50.93125634947511,0.0892358803986711,34299.25,0.018261631874318528,Medium,Low,Traditional,0,2,3529.5057142857145
812,Nissan,2022,31170,Petrol,Automatic,First,1928,94.7,7.24,2,79246.54,3,19811.635,Low,Premium,49.11825726141079,0.07637130801687764,7792.5,0.00358496932523079,Small,Low,Traditional,1,0,26415.513333333332
813,Honda,2021,13438,Diesel,Automatic,First,4310,133.4,29.04,7,86374.36,4,17274.872,Low,Premium,30.951276102088173,0.21752808988764044,2687.6,0.0061776877109397865,Large,Low,Traditional,1,0,10796.795
814,BMW,2012,25095,Electric,Manual,Third,4453,557.3,25.18,7,83499.57,13,5964.255,Low,Premium,125.15158320233549,0.04517402224614281,1792.5,0.0867646771752576,Large,Very High,Eco-Friendly,0,2,10437.44625
815,Hyundai,2019,152226,Diesel,Automatic,Second,3165,500.0,16.49,2,40360.07,6,5765.7242857142855,High,Mid-range,157.9778830963665,0.03297340531893621,21746.571428571428,0.07432905024569468,Medium,Very High,Traditional,1,1,13453.356666666667
816,Honda,2012,144076,Hybrid,Manual,First,3721,238.3,10.59,2,32507.68,13,2321.977142857143,High,Budget,64.04192421392099,0.044421140939597314,10291.142857142857,0.09529454902506039,Large,Medium,Eco-Friendly,0,0,10835.893333333333
817,Kia,2021,14752,Diesel,Manual,Third,1879,407.3,28.34,5,114842.5,4,22968.5,Low,Luxury,216.7642362959021,0.06956308296514481,2950.4,0.014186262174176161,Small,High,Traditional,0,2,19140.416666666668
818,Kia,2016,60426,Petrol,Automatic,First,4311,340.9,13.61,7,111026.04,9,11102.604,Medium,Luxury,79.07678032938993,0.039912023460410555,6042.6,0.027633808845124577,Large,High,Traditional,1,0,13878.255
819,Toyota,2012,31819,Hybrid,Automatic,First,3541,419.2,9.02,6,56506.04,13,4036.1457142857143,Low,Mid-range,118.38463710816154,0.021512043882661577,2272.785714285714,0.09644108061579583,Large,High,Eco-Friendly,1,0,8072.291428571429
820,Ford,2018,97051,Petrol,Automatic,First,3820,422.3,19.08,4,102004.68,7,12750.585,Medium,Premium,110.54973821989529,0.045170454545454534,12131.375,0.02897975877421728,Large,High,Traditional,1,0,20400.935999999998
821,Volkswagen,2008,160289,Electric,Manual,Third,1028,392.1,28.59,5,55921.85,17,3106.769444444444,Very High,Mid-range,381.42023346303506,0.07289648138704742,8904.944444444445,0.11919456894632517,Small,High,Eco-Friendly,0,2,9320.308333333332
822,Nissan,2005,37994,Petrol,Manual,Second,970,189.0,5.1,7,52653.52,20,2507.310476190476,Low,Mid-range,194.84536082474227,0.02696985721840296,1809.2380952380952,0.07178870873763545,Small,Medium,Traditional,0,1,6581.69
823,Mercedes,2005,151108,Petrol,Manual,Second,1094,61.8,10.95,2,21341.26,20,1016.2504761904761,High,Budget,56.489945155393045,0.17689822294022617,7195.619047619048,0.057913266917374265,Small,Low,Traditional,0,1,7113.753333333333
824,Hyundai,2023,102756,Diesel,Automatic,Second,1225,295.1,28.46,7,52889.51,2,17629.836666666666,High,Mid-range,240.89795918367346,0.09640921409214091,34252.0,0.011158901663077177,Small,Medium,Traditional,1,1,6611.18875
825,BMW,2020,185488,Petrol,Automatic,First,1718,538.9,9.28,6,65877.78,5,10979.63,Very High,Mid-range,313.67869615832365,0.017217068645640075,30914.666666666668,0.04090087885659085,Small,Very High,Traditional,1,0,9411.111428571428
826,Volkswagen,2018,145659,Hybrid,Automatic,Third,4053,358.9,7.83,5,5633.01,7,704.12625,High,Budget,88.55169010609424,0.02181058495821727,18207.375,0.4459168514077894,Large,High,Eco-Friendly,1,2,938.835
827,Honda,2020,100665,Hybrid,Automatic,First,1298,506.1,19.25,2,54961.22,5,9160.203333333333,Medium,Mid-range,389.9075500770416,0.03802844725404978,16777.5,0.04604071669594132,Small,Very High,Eco-Friendly,1,0,18320.406666666666
828,Kia,2009,136717,Electric,Manual,Second,3609,595.3,26.55,6,94418.68,16,5554.04,High,Premium,164.94873926295372,0.044591871011084985,8042.176470588235,0.10087727473763944,Large,Very High,Eco-Friendly,0,1,13488.382857142857
829,Hyundai,2013,167002,Hybrid,Manual,Second,1625,131.6,16.93,4,82565.39,12,6351.183846153846,Very High,Premium,80.98461538461538,0.12854973424449506,12846.307692307691,0.01912642662468348,Small,Low,Eco-Friendly,0,1,16513.078
830,Mercedes,2006,86835,Diesel,Manual,Third,4579,427.4,29.86,5,77313.37,19,3865.6684999999998,Medium,Premium,93.33915702118367,0.06984795321637427,4341.75,0.10503351446826767,Large,High,Traditional,0,2,12885.561666666666
831,Nissan,2022,127232,Electric,Manual,First,2658,417.6,21.98,6,109417.99,3,27354.4975,High,Luxury,157.11060948081266,0.052621498683265495,31808.0,0.011449566478359928,Medium,High,Eco-Friendly,0,0,15631.141428571429
832,Toyota,2010,166162,Hybrid,Automatic,Second,2918,588.8,6.85,6,5109.75,15,319.359375,Very High,Budget,201.78204249485947,0.01163185600271693,10385.125,1.72812209558284,Medium,Very High,Eco-Friendly,1,1,729.9642857142857
833,Mercedes,2013,188214,Diesel,Automatic,Third,945,591.9,29.82,2,68174.57,12,5244.197692307693,Very High,Mid-range,626.3492063492064,0.05037162162162162,14478.0,0.10418394741694127,Small,Very High,Traditional,1,2,22724.85666666667
834,Hyundai,2005,162547,Hybrid,Automatic,First,4377,424.5,15.2,4,95119.82,20,4529.515238095239,Very High,Premium,96.9842357779301,0.03579839849269901,7740.333333333333,0.08925490760067038,Large,High,Eco-Friendly,1,0,19023.964
835,Mercedes,2013,154960,Hybrid,Manual,First,992,176.4,12.19,6,66336.24,12,5102.787692307693,Very High,Mid-range,177.8225806451613,0.06906515580736544,11920.0,0.0319096784852671,Small,Low,Eco-Friendly,0,0,9476.605714285715
836,Hyundai,2020,48732,Petrol,Manual,Second,4688,487.2,18.95,5,40895.78,5,6815.963333333333,Low,Mid-range,103.92491467576792,0.038887748820028725,8122.0,0.059564591637776866,Large,Very High,Traditional,0,1,6815.963333333333
837,Hyundai,2017,51305,Hybrid,Automatic,Second,851,99.9,12.61,6,18941.32,8,2104.591111111111,Low,Budget,117.3913043478261,0.1261,5700.555555555556,0.04219124162193438,Small,Low,Eco-Friendly,1,1,2705.902857142857
838,Audi,2013,182109,Hybrid,Automatic,First,3210,477.2,7.16,7,106844.88,12,8218.836923076924,Very High,Luxury,148.66043613707166,0.015001047559187094,14008.384615384615,0.05359495377828326,Medium,Very High,Eco-Friendly,1,0,13355.61
839,BMW,2017,14346,Diesel,Manual,First,2620,549.7,5.04,5,58079.2,8,6453.2444444444445,Low,Mid-range,209.8091603053435,0.009166969807202618,1594.0,0.07571599271352372,Medium,Very High,Traditional,0,0,9679.866666666667
840,Kia,2013,5587,Diesel,Automatic,Second,3764,254.4,16.24,5,105739.48,12,8133.806153846153,Low,Premium,67.58767268862913,0.06381139489194498,429.7692307692308,0.02887068415047861,Large,Medium,Traditional,1,1,17623.246666666666
841,Audi,2015,17763,Petrol,Manual,First,3321,393.2,25.92,6,71544.7,10,6504.063636363636,Low,Mid-range,118.39807286961758,0.06590389016018307,1614.8181818181818,0.05495788006826406,Medium,High,Traditional,0,0,10220.671428571428
842,Nissan,2008,195237,Hybrid,Manual,Second,2669,280.9,19.31,2,81880.48,17,4548.915555555555,Very High,Premium,105.24541026601723,0.06871886120996441,10846.5,0.05831965909751508,Medium,Medium,Eco-Friendly,0,1,27293.493333333332
843,Audi,2006,74615,Petrol,Manual,First,3368,285.1,29.98,5,97098.56,19,4854.928,Medium,Premium,84.64964370546319,0.10511921458625524,3730.75,0.05578707050783753,Medium,Medium,Traditional,0,0,16183.093333333332
844,Ford,2010,172188,Hybrid,Automatic,Second,2667,213.8,12.17,7,80121.2,15,5007.575,Very High,Premium,80.16497937757781,0.05689574567554932,10761.75,0.040026359735504016,Medium,Medium,Eco-Friendly,1,1,10015.15
845,Ford,2018,125987,Electric,Automatic,Third,3538,466.8,12.01,2,49572.42,7,6196.5525,High,Mid-range,131.93894855850763,0.02572285285928464,15748.375,0.06591435491035318,Large,Very High,Eco-Friendly,1,2,16524.14
846,Kia,2008,96353,Electric,Manual,Second,4069,564.3,8.99,2,63095.11,17,3505.283888888889,Medium,Mid-range,138.68272302777095,0.015928419560595323,5352.944444444444,0.15203948389211314,Large,Very High,Eco-Friendly,0,1,21031.703333333335
847,Mercedes,2010,100648,Petrol,Automatic,Second,3999,566.8,9.1,2,96956.33,15,6059.770625,Medium,Premium,141.7354338584646,0.016052213794319987,6290.5,0.08768805824170282,Large,Very High,Traditional,1,1,32318.77666666667
848,BMW,2023,30556,Petrol,Manual,Third,3379,137.9,12.13,5,46717.08,2,15572.36,Low,Mid-range,40.81089079609352,0.08789855072463769,10185.333333333334,0.005903496034083592,Medium,Low,Traditional,0,2,7786.18
849,Kia,2010,64042,Petrol,Manual,First,4805,529.9,24.82,2,48410.21,15,3025.638125,Medium,Mid-range,110.28095733610822,0.04683018867924529,4002.625,0.16418717896123647,Large,Very High,Traditional,0,0,16136.736666666666
850,Hyundai,2006,23099,Diesel,Manual,Third,1040,453.0,27.64,6,14195.74,19,709.787,Low,Budget,435.57692307692304,0.06100198631648643,1154.95,0.6062659455621502,Small,High,Traditional,0,2,2027.962857142857
851,Honda,2022,114089,Diesel,Manual,Second,4240,181.6,29.38,2,110006.38,3,27501.595,High,Luxury,42.83018867924528,0.16169510181618052,28522.25,0.004952395012043737,Large,Low,Traditional,0,1,36668.793333333335
852,BMW,2017,181168,Diesel,Automatic,First,2207,77.7,10.81,7,13651.25,8,1516.8055555555557,Very High,Budget,35.206162211146356,0.13894601542416454,20129.777777777777,0.04553095643575235,Medium,Low,Traditional,1,0,1706.40625
853,BMW,2013,149302,Petrol,Manual,Third,4302,190.1,27.03,4,78840.47,12,6064.651538461539,High,Premium,44.18874941887494,0.14211356466876973,11484.76923076923,0.028934011504351705,Large,Medium,Traditional,0,2,15768.094000000001
854,Hyundai,2023,165081,Hybrid,Manual,First,4838,550.8,13.21,7,51343.75,2,17114.583333333332,Very High,Mid-range,113.84869780901198,0.023978943546923218,55027.0,0.021454968618992203,Large,Very High,Eco-Friendly,0,0,6417.96875
855,Hyundai,2017,38866,Electric,Automatic,First,882,394.6,7.82,5,50457.47,8,5606.385555555556,Low,Mid-range,447.39229024943313,0.019812515834811247,4318.444444444444,0.06256234087161185,Small,High,Eco-Friendly,1,0,8409.578333333333
856,Toyota,2015,110400,Petrol,Manual,Third,4568,443.8,26.75,2,82507.56,10,7500.687272727272,High,Premium,97.15411558669003,0.060261320117143496,10036.363636363636,0.05378835844426324,Large,High,Traditional,0,2,27502.52
857,Kia,2005,89246,Diesel,Manual,First,1750,184.0,20.9,2,10849.97,20,516.665238095238,Medium,Budget,105.14285714285714,0.11352525801195003,4249.809523809524,0.3391401874671113,Small,Low,Traditional,0,0,3616.6566666666663
858,Hyundai,2011,81975,Diesel,Automatic,Third,1410,442.9,9.12,6,72463.58,14,4830.905333333333,Medium,Mid-range,314.11347517730496,0.02058690744920993,5465.0,0.0855673213037321,Small,High,Traditional,1,2,10351.94
859,Ford,2019,177927,Petrol,Automatic,Second,4405,55.7,15.75,2,93327.72,6,13332.531428571428,Very High,Premium,12.64472190692395,0.282258064516129,25418.14285714286,0.003580891284054898,Large,Low,Traditional,1,1,31109.24
860,Nissan,2005,86557,Petrol,Automatic,First,4083,250.2,12.18,7,99900.89,20,4757.185238095238,Medium,Premium,61.27847171197648,0.04866160607271275,4121.761904761905,0.050089142457665214,Large,Medium,Traditional,1,0,12487.61125
861,Honda,2016,142488,Diesel,Manual,Second,2973,391.0,23.42,5,22952.06,9,2295.206,High,Budget,131.5169862092163,0.05988238302224495,14248.8,0.15331289161445139,Medium,High,Traditional,0,1,3825.3433333333337
862,Kia,2011,77516,Hybrid,Automatic,Second,4284,121.8,16.34,4,107998.03,14,7199.868666666666,Medium,Luxury,28.43137254901961,0.13404429860541428,5167.733333333334,0.01578903069777571,Large,Low,Eco-Friendly,1,1,21599.606
863,Volkswagen,2019,191987,Diesel,Automatic,First,2322,500.9,29.73,2,79769.09,6,11395.584285714285,Very High,Premium,215.71920757967268,0.059341317365269465,27426.714285714286,0.03767577546922662,Medium,Very High,Traditional,1,0,26589.696666666667
864,Ford,2023,154130,Diesel,Manual,Third,3401,171.6,6.37,4,106177.01,2,35392.33666666666,Very High,Premium,50.45574830932079,0.0370995923121724,51376.666666666664,0.003232307706652253,Medium,Low,Traditional,0,2,21235.402
865,Mercedes,2005,176790,Petrol,Manual,First,3457,405.3,13.88,2,59777.84,20,2846.563809523809,Very High,Mid-range,117.24038183396009,0.03423778983719783,8418.57142857143,0.1355998209399848,Medium,High,Traditional,0,0,19925.946666666667
866,Hyundai,2021,37602,Hybrid,Manual,Second,2959,266.9,17.05,5,66417.9,4,13283.579999999998,Low,Mid-range,90.19939168638052,0.06385767790262173,7520.4,0.01607373804745336,Medium,Medium,Eco-Friendly,0,1,11069.65
867,Volkswagen,2021,194139,Diesel,Manual,Second,3249,373.8,17.58,7,110527.48,4,22105.496,Very High,Luxury,115.05078485687903,0.047017919229740565,38827.8,0.013527735114062911,Medium,High,Traditional,0,1,13815.935
868,Hyundai,2007,163588,Diesel,Manual,Third,4630,100.2,12.9,5,108289.42,18,5699.443157894737,Very High,Luxury,21.6414686825054,0.12861415752741776,8609.894736842105,0.016655212898795665,Large,Low,Traditional,0,2,18048.236666666668
